Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method,Brand
Walmart,2020-04-27,Northeast,New York,Men's Street Footwear,60,299,17940,Online,Adidas
Foot Locker,2021-01-09,Southeast,Georgia,Men's Street Footwear,39,256,9984,Online,Adidas
Foot Locker,2020-03-16,Northeast,New York,Men's Street Footwear,58,325,18850,Online,Adidas
West Gear,2020-09-11,Southeast,Florida,Men's Street Footwear,60,299,17940,Online,Adidas
West Gear,2021-01-07,West,California,Men's Athletic Footwear,50,256,12800,Outlet,Adidas
Foot Locker,2020-03-31,Northeast,New York,Women's Athletic Footwear,40,324,12960,Outlet,Adidas
West Gear,2021-02-10,West,California,Women's Apparel,56,256,14336,Outlet,Adidas
Sports Direct,2020-05-24,Southeast,Florida,Men's Street Footwear,63,323,20349,Online,Adidas
Foot Locker,2020-01-21,Northeast,New York,Women's Street Footwear,32,323,10336,Outlet,Adidas
Walmart,2020-09-10,South,Texas,Women's Apparel,42,298,12516,Outlet,Adidas
West Gear,2021-02-13,West,California,Women's Street Footwear,44,256,11264,Outlet,Adidas
Walmart,2020-10-28,South,Texas,Women's Street Footwear,38,298,11324,Outlet,Adidas
West Gear,2021-02-16,West,California,Women's Apparel,50,256,12800,Outlet,Adidas
West Gear,2021-07-23,West,Oregon,Men's Street Footwear,60,298,17880,Outlet,Adidas
Foot Locker,2020-01-30,Northeast,New York,Women's Apparel,36,323,11628,Outlet,Adidas
Kohl's,2021-05-13,West,California,Men's Street Footwear,36,256,9216,Outlet,Adidas
Walmart,2020-09-01,South,Texas,Women's Street Footwear,39,297,11583,Online,Adidas
Walmart,2020-08-19,South,Texas,Men's Athletic Footwear,33,323,10659,Outlet,Adidas
Sports Direct,2021-09-10,South,Texas,Men's Street Footwear,30,256,7680,Outlet,Adidas
Walmart,2020-05-02,Northeast,New York,Women's Apparel,53,322,17066,Outlet,Adidas
Sports Direct,2021-09-16,South,Texas,Men's Street Footwear,34,256,8704,Outlet,Adidas
West Gear,2021-02-11,West,California,Men's Street Footwear,40,322,12880,Outlet,Adidas
West Gear,2021-01-22,West,California,Men's Apparel,59,263,15517,Outlet,Adidas
Sports Direct,2021-09-23,South,Texas,Men's Athletic Footwear,43,256,11008,Outlet,Adidas
Sports Direct,2021-09-18,South,Texas,Women's Street Footwear,33,322,10626,Outlet,Adidas
West Gear,2021-02-05,West,California,Men's Street Footwear,39,263,10257,Outlet,Adidas
Sports Direct,2021-08-30,South,Alabama,Women's Apparel,36,263,9468,Outlet,Adidas
Walmart,2021-07-16,Southeast,Florida,Men's Athletic Footwear,74,263,19462,Outlet,Adidas
Sports Direct,2021-10-21,South,Texas,Women's Apparel,54,256,13824,Outlet,Adidas
Sports Direct,2021-04-17,South,Tennessee,Women's Street Footwear,30,322,9660,Outlet,Adidas
West Gear,2021-06-04,West,Idaho,Men's Athletic Footwear,35,263,9205,Outlet,Adidas
Sports Direct,2021-04-09,South,Tennessee,Men's Street Footwear,28,256,7168,Outlet,Adidas
Sports Direct,2021-09-08,South,Alabama,Women's Street Footwear,31,322,9982,Outlet,Adidas
Sports Direct,2021-09-06,South,Alabama,Men's Street Footwear,31,256,7936,Outlet,Adidas
West Gear,2021-11-20,South,Arkansas,Women's Street Footwear,25,320,8000,Online,Adidas
Foot Locker,2021-06-18,South,Mississippi,Men's Street Footwear,31,263,8153,Outlet,Adidas
Foot Locker,2020-01-02,Northeast,New York,Men's Athletic Footwear,36,320,11520,Outlet,Adidas
Walmart,2021-12-16,Southeast,Florida,Men's Athletic Footwear,55,256,14080,Outlet,Adidas
Foot Locker,2020-03-03,Northeast,New York,Women's Apparel,44,320,14080,Outlet,Adidas
Foot Locker,2020-01-08,Northeast,New York,Men's Athletic Footwear,46,261,12006,Online,Adidas
Foot Locker,2020-03-10,Northeast,New York,Men's Street Footwear,59,319,18821,Online,Adidas
Foot Locker,2020-02-08,Northeast,New York,Women's Street Footwear,46,261,12006,Online,Adidas
Foot Locker,2020-03-07,Northeast,New York,Women's Athletic Footwear,47,261,12267,Online,Adidas
Walmart,2020-05-07,Northeast,New York,Men's Apparel,60,261,15660,Online,Adidas
Walmart,2020-08-26,South,Texas,Women's Street Footwear,37,319,11803,Online,Adidas
Walmart,2020-10-31,South,Texas,Women's Apparel,53,261,13833,Online,Adidas
Foot Locker,2020-08-12,Southeast,Florida,Men's Street Footwear,43,319,13717,Online,Adidas
Walmart,2021-07-16,Southeast,Florida,Men's Street Footwear,83,261,21663,Online,Adidas
Sports Direct,2021-02-17,Southeast,Virginia,Men's Street Footwear,26,256,6656,Outlet,Adidas
West Gear,2021-08-24,West,Oregon,Men's Street Footwear,69,256,17664,Outlet,Adidas
West Gear,2021-08-24,West,Oregon,Men's Athletic Footwear,62,256,15872,Outlet,Adidas
West Gear,2021-06-17,South,Louisiana,Men's Street Footwear,47,256,12032,Outlet,Adidas
Foot Locker,2020-03-07,Northeast,New York,Women's Athletic Footwear,38,297,11286,Outlet,Adidas
West Gear,2021-08-17,South,Louisiana,Men's Athletic Footwear,57,256,14592,Outlet,Adidas
Kohl's,2021-04-19,West,California,Men's Street Footwear,36,297,10692,Outlet,Adidas
Foot Locker,2021-01-09,Southeast,Georgia,Men's Athletic Footwear,30,256,7680,Outlet,Adidas
Walmart,2021-08-17,South,Mississippi,Men's Street Footwear,41,256,10496,Outlet,Adidas
Walmart,2021-07-16,Southeast,Florida,Men's Street Footwear,68,297,20196,Outlet,Adidas
Foot Locker,2020-02-07,Northeast,New York,Men's Athletic Footwear,37,296,10952,Outlet,Adidas
Foot Locker,2020-03-06,Northeast,New York,Women's Street Footwear,37,296,10952,Outlet,Adidas
Sports Direct,2021-12-16,South,Mississippi,Men's Street Footwear,48,256,12288,Outlet,Adidas
Kohl's,2021-04-07,West,California,Men's Street Footwear,31,248,7688,Outlet,Adidas
Sports Direct,2020-07-26,South,Texas,Men's Athletic Footwear,33,255,8415,Online,Adidas
Foot Locker,2021-11-18,Midwest,Missouri,Women's Street Footwear,25,295,7375,In-store,Adidas
Walmart,2020-09-05,South,Texas,Men's Street Footwear,44,255,11220,Online,Adidas
Sports Direct,2021-09-05,South,Texas,Men's Athletic Footwear,22,248,5456,Outlet,Adidas
Walmart,2020-10-28,South,Texas,Women's Street Footwear,47,255,11985,Online,Adidas
Sports Direct,2021-09-22,South,Texas,Men's Street Footwear,34,248,8432,Outlet,Adidas
Foot Locker,2020-03-12,Northeast,New York,Women's Street Footwear,35,295,10325,Outlet,Adidas
Sports Direct,2021-10-17,South,Texas,Men's Athletic Footwear,39,248,9672,Outlet,Adidas
Walmart,2020-08-17,South,Texas,Women's Apparel,32,295,9440,Outlet,Adidas
Sports Direct,2021-05-15,South,Tennessee,Men's Street Footwear,39,248,9672,Outlet,Adidas
Sports Direct,2021-09-21,South,Texas,Women's Apparel,54,255,13770,Online,Adidas
Sports Direct,2021-10-07,South,Alabama,Men's Athletic Footwear,40,248,9920,Outlet,Adidas
Walmart,2020-08-18,South,Texas,Men's Street Footwear,28,295,8260,Outlet,Adidas
Walmart,2020-08-24,South,Texas,Men's Street Footwear,29,295,8555,Outlet,Adidas
Foot Locker,2020-09-24,Southeast,Florida,Men's Athletic Footwear,46,255,11730,Online,Adidas
Walmart,2021-06-17,Southeast,Florida,Women's Apparel,74,248,18352,Outlet,Adidas
Sports Direct,2021-07-02,Southeast,North Carolina,Men's Street Footwear,60,294,17640,Online,Adidas
West Gear,2021-01-12,Southeast,Florida,Men's Street Footwear,41,255,10455,Online,Adidas
Foot Locker,2021-12-23,Southeast,Virginia,Men's Street Footwear,49,248,12152,Outlet,Adidas
Foot Locker,2020-03-11,Northeast,New York,Men's Athletic Footwear,41,318,13038,Outlet,Adidas
Kohl's,2021-08-11,West,Wyoming,Men's Street Footwear,47,255,11985,Online,Adidas
Foot Locker,2020-02-06,Northeast,New York,Men's Street Footwear,54,317,17118,Online,Adidas
West Gear,2021-07-10,West,Utah,Men's Street Footwear,28,248,6944,Outlet,Adidas
Foot Locker,2021-07-23,Southeast,Virginia,Men's Street Footwear,79,255,20145,Online,Adidas
Walmart,2020-04-29,Northeast,New York,Women's Street Footwear,43,294,12642,Outlet,Adidas
Foot Locker,2020-01-08,Northeast,New York,Men's Athletic Footwear,39,315,12285,Outlet,Adidas
West Gear,2021-08-11,West,Utah,Men's Street Footwear,27,248,6696,Outlet,Adidas
Sports Direct,2021-12-15,Midwest,Michigan,Men's Street Footwear,55,255,14025,Online,Adidas
Walmart,2020-08-29,South,Texas,Women's Apparel,47,293,13771,Online,Adidas
West Gear,2021-06-17,South,Louisiana,Women's Apparel,80,248,19840,Outlet,Adidas
West Gear,2021-02-11,West,California,Men's Street Footwear,51,293,14943,Online,Adidas
West Gear,2021-07-16,South,Louisiana,Men's Athletic Footwear,67,248,16616,Outlet,Adidas
West Gear,2021-07-23,West,Oregon,Men's Street Footwear,79,255,20145,Online,Adidas
Foot Locker,2020-01-24,Northeast,New York,Women's Apparel,48,290,13920,Online,Adidas
West Gear,2021-12-16,South,Louisiana,Men's Athletic Footwear,52,248,12896,Outlet,Adidas
West Gear,2021-06-04,West,Idaho,Women's Apparel,39,248,9672,Outlet,Adidas
Foot Locker,2020-03-03,Northeast,New York,Women's Apparel,59,290,17110,Online,Adidas
West Gear,2021-08-17,South,Louisiana,Men's Street Footwear,86,255,21930,Online,Adidas
Kohl's,2021-07-25,West,New Mexico,Men's Street Footwear,41,248,10168,Outlet,Adidas
Sports Direct,2020-07-25,South,Texas,Men's Street Footwear,20,255,5100,Outlet,Adidas
Foot Locker,2021-02-07,Southeast,Georgia,Women's Street Footwear,21,248,5208,Outlet,Adidas
Walmart,2020-09-06,South,Texas,Men's Athletic Footwear,32,255,8160,Outlet,Adidas
Walmart,2020-04-18,Northeast,New York,Women's Apparel,62,290,17980,Online,Adidas
Foot Locker,2020-01-04,Northeast,New York,Women's Athletic Footwear,41,247,10127,Online,Adidas
Walmart,2020-09-13,South,Texas,Women's Street Footwear,39,255,9945,Outlet,Adidas
Walmart,2020-04-26,Northeast,New York,Women's Apparel,68,290,19720,Online,Adidas
Foot Locker,2020-01-27,Northeast,New York,Women's Street Footwear,39,247,9633,Online,Adidas
West Gear,2021-01-21,West,California,Women's Athletic Footwear,52,255,13260,Outlet,Adidas
Walmart,2020-07-18,Northeast,New York,Women's Apparel,68,290,19720,Online,Adidas
Foot Locker,2020-03-12,Northeast,New York,Women's Street Footwear,46,247,11362,Online,Adidas
West Gear,2020-04-24,Southeast,Florida,Men's Street Footwear,55,290,15950,Online,Adidas
Walmart,2020-10-25,South,Texas,Women's Apparel,51,247,12597,Online,Adidas
Foot Locker,2021-12-05,Southeast,South Carolina,Men's Street Footwear,67,290,19430,Online,Adidas
Kohl's,2021-05-08,West,California,Men's Athletic Footwear,50,247,12350,Online,Adidas
Foot Locker,2020-01-26,Northeast,New York,Men's Athletic Footwear,35,315,11025,Outlet,Adidas
Foot Locker,2020-08-11,Southeast,Florida,Women's Apparel,41,247,10127,Online,Adidas
Walmart,2021-08-17,Southeast,Florida,Men's Street Footwear,68,255,17340,Outlet,Adidas
Foot Locker,2020-02-01,Northeast,New York,Men's Athletic Footwear,35,315,11025,Outlet,Adidas
West Gear,2021-07-08,Northeast,New York,Men's Street Footwear,59,247,14573,Online,Adidas
West Gear,2021-08-17,South,Louisiana,Men's Street Footwear,73,255,18615,Outlet,Adidas
Foot Locker,2020-02-02,Northeast,New York,Women's Street Footwear,28,315,8820,Outlet,Adidas
Kohl's,2021-06-12,West,Wyoming,Men's Street Footwear,46,247,11362,Online,Adidas
Foot Locker,2021-08-08,West,Idaho,Men's Athletic Footwear,37,255,9435,Outlet,Adidas
West Gear,2020-11-09,West,California,Women's Street Footwear,40,247,9880,Outlet,Adidas
Walmart,2020-05-01,Northeast,New York,Men's Apparel,64,254,16256,Online,Adidas
Walmart,2020-04-21,Northeast,New York,Women's Street Footwear,36,315,11340,Outlet,Adidas
West Gear,2021-01-15,West,California,Women's Athletic Footwear,46,247,11362,Outlet,Adidas
Sports Direct,2020-07-31,South,Texas,Men's Street Footwear,29,254,7366,Online,Adidas
Walmart,2020-04-23,Northeast,New York,Men's Apparel,44,315,13860,Outlet,Adidas
West Gear,2021-01-27,West,California,Women's Athletic Footwear,39,247,9633,Outlet,Adidas
Sports Direct,2021-09-18,South,Texas,Women's Street Footwear,44,254,11176,Online,Adidas
Walmart,2020-08-12,South,Texas,Men's Street Footwear,24,315,7560,Outlet,Adidas
West Gear,2021-02-07,West,California,Women's Street Footwear,40,247,9880,Outlet,Adidas
Sports Direct,2021-04-03,South,Tennessee,Men's Street Footwear,12,247,2964,Outlet,Adidas
West Gear,2021-05-05,West,Idaho,Men's Athletic Footwear,22,247,5434,Outlet,Adidas
Sports Direct,2020-05-24,Southeast,Florida,Men's Athletic Footwear,51,254,12954,Online,Adidas
Walmart,2020-09-07,South,Texas,Women's Street Footwear,36,315,11340,Outlet,Adidas
Foot Locker,2021-01-09,Southeast,Georgia,Men's Apparel,35,247,8645,Outlet,Adidas
Foot Locker,2021-02-07,Southeast,Georgia,Men's Athletic Footwear,27,247,6669,Outlet,Adidas
Sports Direct,2021-09-08,South,Alabama,Women's Street Footwear,41,254,10414,Online,Adidas
Kohl's,2021-03-10,West,Wyoming,Men's Street Footwear,38,246,9348,Online,Adidas
Foot Locker,2020-01-29,Northeast,New York,Men's Apparel,43,289,12427,Outlet,Adidas
West Gear,2020-12-27,West,California,Women's Street Footwear,46,254,11684,Outlet,Adidas
Kohl's,2021-05-10,West,Wyoming,Men's Street Footwear,45,246,11070,Online,Adidas
West Gear,2021-01-23,West,California,Women's Apparel,60,254,15240,Outlet,Adidas
Sports Direct,2021-05-02,Southeast,North Carolina,Men's Street Footwear,41,246,10086,Online,Adidas
Sports Direct,2021-09-30,South,Texas,Women's Street Footwear,47,254,11938,Outlet,Adidas
Kohl's,2021-11-20,South,Oklahoma,Women's Street Footwear,25,245,6125,Online,Adidas
Foot Locker,2020-02-03,Northeast,New York,Women's Athletic Footwear,31,289,8959,Outlet,Adidas
Foot Locker,2020-02-09,Northeast,New York,Women's Athletic Footwear,33,289,9537,Outlet,Adidas
West Gear,2021-11-03,Midwest,Wisconsin,Women's Street Footwear,35,245,8575,In-store,Adidas
Foot Locker,2020-02-02,Northeast,New York,Women's Street Footwear,39,252,9828,Online,Adidas
Walmart,2020-04-25,Northeast,New York,Men's Apparel,51,289,14739,Outlet,Adidas
Foot Locker,2020-02-10,Northeast,New York,Men's Apparel,59,245,14455,Online,Adidas
Foot Locker,2020-03-08,Northeast,New York,Men's Apparel,55,252,13860,Online,Adidas
Sports Direct,2020-07-26,South,Texas,Men's Athletic Footwear,23,289,6647,Outlet,Adidas
West Gear,2021-01-13,West,California,Men's Athletic Footwear,59,245,14455,Online,Adidas
Walmart,2020-10-25,South,Texas,Women's Apparel,44,289,12716,Outlet,Adidas
Sports Direct,2021-09-05,South,Alabama,Women's Apparel,50,245,12250,Online,Adidas
West Gear,2021-12-08,Northeast,New York,Men's Street Footwear,59,245,14455,Online,Adidas
Walmart,2020-04-22,Northeast,New York,Women's Athletic Footwear,47,252,11844,Online,Adidas
Sports Direct,2021-10-04,Southeast,North Carolina,Men's Street Footwear,42,245,10290,Online,Adidas
West Gear,2020-09-14,Southeast,Florida,Women's Athletic Footwear,53,233,12349,Online,Adidas
Walmart,2020-04-23,Northeast,New York,Men's Apparel,58,252,14616,Online,Adidas
Walmart,2020-08-15,South,Texas,Women's Athletic Footwear,31,245,7595,Outlet,Adidas
Walmart,2020-04-30,Northeast,New York,Women's Athletic Footwear,50,252,12600,Online,Adidas
West Gear,2020-11-07,West,California,Men's Street Footwear,28,289,8092,Outlet,Adidas
West Gear,2020-12-24,West,California,Women's Apparel,41,245,10045,Outlet,Adidas
West Gear,2020-12-31,West,California,Men's Street Footwear,56,252,14112,Online,Adidas
West Gear,2021-01-30,West,California,Men's Street Footwear,36,289,10404,Outlet,Adidas
West Gear,2020-12-30,West,California,Women's Apparel,62,245,15190,Outlet,Adidas
Kohl's,2021-05-07,West,California,Men's Street Footwear,38,289,10982,Outlet,Adidas
West Gear,2021-02-15,West,California,Men's Apparel,43,245,10535,Outlet,Adidas
Foot Locker,2021-07-16,South,Mississippi,Men's Street Footwear,47,289,13583,Outlet,Adidas
West Gear,2020-02-01,West,Nevada,Men's Street Footwear,47,245,11515,Outlet,Adidas
Foot Locker,2020-02-08,Northeast,New York,Women's Street Footwear,36,288,10368,Outlet,Adidas
West Gear,2020-09-16,Southeast,Florida,Women's Apparel,67,244,16348,Online,Adidas
Foot Locker,2020-03-08,Northeast,New York,Men's Apparel,45,288,12960,Outlet,Adidas
Sports Direct,2020-10-05,Southeast,Florida,Men's Street Footwear,56,244,13664,Online,Adidas
Foot Locker,2021-07-05,Southeast,South Carolina,Women's Apparel,66,244,16104,Online,Adidas
Foot Locker,2021-10-07,Southeast,South Carolina,Men's Street Footwear,50,244,12200,Online,Adidas
Sports Direct,2021-12-02,Southeast,North Carolina,Men's Street Footwear,64,244,15616,Online,Adidas
Foot Locker,2020-01-23,Northeast,New York,Men's Apparel,58,243,14094,Online,Adidas
Foot Locker,2020-03-13,Northeast,New York,Women's Athletic Footwear,46,243,11178,Online,Adidas
Kohl's,2021-05-26,West,California,Men's Athletic Footwear,42,288,12096,Outlet,Adidas
Walmart,2020-10-21,South,Texas,Men's Athletic Footwear,43,243,10449,Online,Adidas
West Gear,2021-02-10,Southeast,Florida,Men's Street Footwear,36,288,10368,Outlet,Adidas
Kohl's,2021-05-26,West,California,Men's Athletic Footwear,50,243,12150,Online,Adidas
Foot Locker,2021-09-05,Southeast,South Carolina,Men's Street Footwear,51,287,14637,Online,Adidas
Foot Locker,2021-08-06,Southeast,South Carolina,Men's Athletic Footwear,54,243,13122,Online,Adidas
Walmart,2020-08-13,South,Texas,Men's Athletic Footwear,30,287,8610,Outlet,Adidas
Foot Locker,2020-03-31,Northeast,New York,Women's Athletic Footwear,47,241,11327,Online,Adidas
West Gear,2021-01-24,West,California,Men's Street Footwear,40,287,11480,Outlet,Adidas
Foot Locker,2020-09-20,Southeast,Florida,Women's Athletic Footwear,44,233,10252,Online,Adidas
West Gear,2021-01-24,West,California,Men's Street Footwear,51,241,12291,Online,Adidas
Sports Direct,2021-04-21,South,Tennessee,Men's Street Footwear,41,233,9553,Online,Adidas
West Gear,2021-07-06,West,Idaho,Women's Street Footwear,46,241,11086,Online,Adidas
Sports Direct,2021-04-22,South,Tennessee,Men's Athletic Footwear,54,233,12582,Online,Adidas
Walmart,2020-09-11,South,Texas,Men's Street Footwear,44,240,10560,Online,Adidas
Sports Direct,2021-10-06,South,Alabama,Men's Street Footwear,56,233,13048,Online,Adidas
Kohl's,2021-04-07,West,California,Men's Street Footwear,43,240,10320,Online,Adidas
Foot Locker,2021-06-24,Southeast,Virginia,Men's Street Footwear,53,233,12349,Online,Adidas
Foot Locker,2020-08-14,Southeast,Florida,Women's Street Footwear,32,240,7680,Online,Adidas
West Gear,2021-08-24,West,Oregon,Men's Athletic Footwear,76,233,17708,Online,Adidas
Sports Direct,2021-05-16,South,Tennessee,Men's Athletic Footwear,51,240,12240,Online,Adidas
Foot Locker,2021-12-04,West,Idaho,Men's Street Footwear,54,233,12582,Online,Adidas
Sports Direct,2021-09-11,South,Alabama,Women's Apparel,56,240,13440,Online,Adidas
Foot Locker,2021-08-06,Southeast,South Carolina,Women's Athletic Footwear,44,233,10252,Online,Adidas
Kohl's,2021-05-01,West,California,Men's Street Footwear,47,252,11844,Online,Adidas
Foot Locker,2021-08-24,Southeast,Virginia,Men's Street Footwear,83,240,19920,Online,Adidas
Walmart,2021-07-19,South,Arkansas,Men's Street Footwear,50,233,11650,Online,Adidas
West Gear,2020-09-18,Southeast,Florida,Men's Athletic Footwear,55,252,13860,Online,Adidas
West Gear,2021-12-16,South,Louisiana,Men's Street Footwear,69,240,16560,Online,Adidas
Walmart,2020-09-16,South,Texas,Women's Apparel,43,233,10019,Outlet,Adidas
Foot Locker,2021-07-05,Southeast,South Carolina,Men's Apparel,64,240,15360,Online,Adidas
West Gear,2020-11-06,West,California,Women's Apparel,36,233,8388,Outlet,Adidas
West Gear,2021-03-08,Northeast,New York,Men's Street Footwear,44,252,11088,Online,Adidas
Foot Locker,2020-01-28,Northeast,New York,Women's Athletic Footwear,31,240,7440,Outlet,Adidas
West Gear,2021-01-01,West,California,Men's Athletic Footwear,51,233,11883,Outlet,Adidas
Amazon,2021-07-09,Midwest,Ohio,Men's Street Footwear,63,252,15876,Online,Adidas
Walmart,2020-08-14,South,Texas,Women's Street Footwear,23,240,5520,Outlet,Adidas
